0.000000000000000000e+00,1.895729999999999985e-02,2.656939999999999996e-02,1.423729999999999961e-02,1.167020000000000036e-02,1.859979999999999967e-02,1.303510000000000085e-02,2.303720000000000073e-02,3.644050000000000067e-02,1.762760000000000021e-02,3.764359999999999928e-02,1.669910000000000144e-02,3.022779999999999911e-02,1.460820000000000000e-02,1.619160000000000044e-02,1.701139999999999944e-02,1.794940000000000077e-02
1.895729999999999985e-02,0.000000000000000000e+00,2.615999999999999923e-02,1.545859999999999942e-02,1.440310000000000028e-02,1.653999999999999915e-02,1.501040000000000013e-02,1.831860000000000085e-02,3.742729999999999668e-02,1.938490000000000005e-02,3.749140000000000111e-02,9.081060000000000174e-03,3.095320000000000016e-02,1.666400000000000173e-02,1.622010000000000118e-02,5.135719999999999869e-03,8.617529999999999982e-03
2.656939999999999996e-02,2.615999999999999923e-02,0.000000000000000000e+00,2.937470000000000012e-02,2.690069999999999961e-02,3.055570000000000161e-02,2.697170000000000123e-02,3.192380000000000217e-02,3.994140000000000190e-02,3.105990000000000140e-02,4.159410000000000190e-02,2.916020000000000070e-02,2.030979999999999938e-02,3.010289999999999841e-02,3.037930000000000144e-02,2.805650000000000158e-02,2.934789999999999968e-02
1.423729999999999961e-02,1.545859999999999942e-02,2.937470000000000012e-02,0.000000000000000000e+00,1.110369999999999933e-02,1.809370000000000075e-02,1.098840000000000060e-02,2.049940000000000095e-02,3.828909999999999952e-02,1.738119999999999943e-02,3.595589999999999897e-02,1.550999999999999948e-02,3.215490000000000015e-02,5.698100000000000213e-03,1.547439999999999927e-02,1.533769999999999925e-02,1.617249999999999938e-02
1.167020000000000036e-02,1.440310000000000028e-02,2.690069999999999961e-02,1.110369999999999933e-02,0.000000000000000000e+00,1.853720000000000021e-02,7.275570000000000301e-03,1.959030000000000146e-02,3.838230000000000114e-02,1.914489999999999942e-02,3.542959999999999859e-02,1.855290000000000064e-02,3.321230000000000016e-02,9.718249999999999458e-03,1.912020000000000039e-02,1.542909999999999941e-02,1.845389999999999878e-02
1.859979999999999967e-02,1.653999999999999915e-02,3.055570000000000161e-02,1.809370000000000075e-02,1.853720000000000021e-02,0.000000000000000000e+00,1.493670000000000067e-02,1.095879999999999944e-02,4.133049999999999918e-02,1.830860000000000126e-02,4.080349999999999949e-02,1.619090000000000112e-02,3.214159999999999934e-02,1.831539999999999904e-02,1.703139999999999862e-02,1.775840000000000057e-02,1.546540000000000067e-02
1.303510000000000085e-02,1.501040000000000013e-02,2.697170000000000123e-02,1.098840000000000060e-02,7.275570000000000301e-03,1.493670000000000067e-02,0.000000000000000000e+00,1.706260000000000068e-02,3.761069999999999691e-02,1.606950000000000045e-02,3.663910000000000083e-02,1.511039999999999953e-02,3.039040000000000144e-02,1.035389999999999922e-02,1.488130000000000008e-02,1.495870000000000012e-02,1.555080000000000004e-02
2.303720000000000073e-02,1.831860000000000085e-02,3.192380000000000217e-02,2.049940000000000095e-02,1.959030000000000146e-02,1.095879999999999944e-02,1.706260000000000068e-02,0.000000000000000000e+00,4.072089999999999738e-02,2.230649999999999994e-02,3.995569999999999677e-02,1.932599999999999943e-02,3.359720000000000067e-02,2.067679999999999865e-02,2.135990000000000111e-02,1.834030000000000035e-02,1.857999999999999929e-02
3.644050000000000067e-02,3.742729999999999668e-02,3.994140000000000190e-02,3.828909999999999952e-02,3.838230000000000114e-02,4.133049999999999918e-02,3.761069999999999691e-02,4.072089999999999738e-02,0.000000000000000000e+00,4.527559999999999918e-02,5.001769999999999827e-02,4.584629999999999955e-02,4.859310000000000018e-02,4.333719999999999933e-02,4.714079999999999659e-02,4.574070000000000219e-02,4.556849999999999790e-02
1.762760000000000021e-02,1.938490000000000005e-02,3.105990000000000140e-02,1.738119999999999943e-02,1.914489999999999942e-02,1.830860000000000126e-02,1.606950000000000045e-02,2.230649999999999994e-02,4.527559999999999918e-02,0.000000000000000000e+00,3.774980000000000002e-02,1.812429999999999944e-02,3.013419999999999987e-02,1.681799999999999962e-02,1.219489999999999984e-02,1.821040000000000159e-02,1.788959999999999856e-02
3.764359999999999928e-02,3.749140000000000111e-02,4.159410000000000190e-02,3.595589999999999897e-02,3.542959999999999859e-02,4.080349999999999949e-02,3.663910000000000083e-02,3.995569999999999677e-02,5.001769999999999827e-02,3.774980000000000002e-02,0.000000000000000000e+00,3.652419999999999972e-02,4.048369999999999747e-02,3.791979999999999656e-02,3.557579999999999770e-02,3.686740000000000156e-02,3.634110000000000118e-02
1.669910000000000144e-02,9.081060000000000174e-03,2.916020000000000070e-02,1.550999999999999948e-02,1.855290000000000064e-02,1.619090000000000112e-02,1.511039999999999953e-02,1.932599999999999943e-02,4.584629999999999955e-02,1.812429999999999944e-02,3.652419999999999972e-02,0.000000000000000000e+00,3.104300000000000115e-02,1.602249999999999855e-02,1.717749999999999833e-02,1.231420000000000084e-02,5.988580000000000292e-03
3.022779999999999911e-02,3.095320000000000016e-02,2.030979999999999938e-02,3.215490000000000015e-02,3.321230000000000016e-02,3.214159999999999934e-02,3.039040000000000144e-02,3.359720000000000067e-02,4.859310000000000018e-02,3.013419999999999987e-02,4.048369999999999747e-02,3.104300000000000115e-02,0.000000000000000000e+00,3.144720000000000154e-02,3.016939999999999900e-02,2.946419999999999942e-02,2.967250000000000096e-02
1.460820000000000000e-02,1.666400000000000173e-02,3.010289999999999841e-02,5.698100000000000213e-03,9.718249999999999458e-03,1.831539999999999904e-02,1.035389999999999922e-02,2.067679999999999865e-02,4.333719999999999933e-02,1.681799999999999962e-02,3.791979999999999656e-02,1.602249999999999855e-02,3.144720000000000154e-02,0.000000000000000000e+00,1.764639999999999959e-02,1.462210000000000072e-02,1.529059999999999968e-02
1.619160000000000044e-02,1.622010000000000118e-02,3.037930000000000144e-02,1.547439999999999927e-02,1.912020000000000039e-02,1.703139999999999862e-02,1.488130000000000008e-02,2.135990000000000111e-02,4.714079999999999659e-02,1.219489999999999984e-02,3.557579999999999770e-02,1.717749999999999833e-02,3.016939999999999900e-02,1.764639999999999959e-02,0.000000000000000000e+00,1.777710000000000054e-02,1.691869999999999832e-02
1.701139999999999944e-02,5.135719999999999869e-03,2.805650000000000158e-02,1.533769999999999925e-02,1.542909999999999941e-02,1.775840000000000057e-02,1.495870000000000012e-02,1.834030000000000035e-02,4.574070000000000219e-02,1.821040000000000159e-02,3.686740000000000156e-02,1.231420000000000084e-02,2.946419999999999942e-02,1.462210000000000072e-02,1.777710000000000054e-02,0.000000000000000000e+00,1.018879999999999959e-02
1.794940000000000077e-02,8.617529999999999982e-03,2.934789999999999968e-02,1.617249999999999938e-02,1.845389999999999878e-02,1.546540000000000067e-02,1.555080000000000004e-02,1.857999999999999929e-02,4.556849999999999790e-02,1.788959999999999856e-02,3.634110000000000118e-02,5.988580000000000292e-03,2.967250000000000096e-02,1.529059999999999968e-02,1.691869999999999832e-02,1.018879999999999959e-02,0.000000000000000000e+00
