0.000000000000000000e+00,1.218170000000000017e-02,1.046799999999999987e-02,1.100950000000000019e-02,9.277570000000000608e-03,9.488049999999999609e-03,1.009700000000000007e-02,1.848640000000000005e-02,1.846520000000000106e-02,1.812389999999999834e-02,1.588269999999999960e-02,1.471749999999999968e-02,1.658569999999999836e-02,1.495780000000000026e-02,1.655500000000000027e-02,1.658619999999999886e-02,1.753359999999999988e-02,1.695860000000000076e-02,2.151909999999999934e-02,2.434760000000000049e-02,2.053699999999999970e-02,1.887799999999999895e-02,2.230040000000000147e-02,2.094630000000000103e-02,2.404569999999999971e-02,1.951589999999999922e-02,1.901339999999999975e-02,2.257040000000000088e-02,1.751540000000000041e-02,2.079450000000000048e-02,2.139670000000000114e-02,2.270219999999999877e-02,2.479239999999999916e-02,2.241299999999999890e-02,2.266639999999999974e-02,2.501979999999999829e-02,2.567820000000000172e-02,2.404140000000000096e-02,2.489639999999999909e-02,2.088239999999999888e-02,2.037989999999999940e-02,2.356880000000000086e-02,2.287749999999999853e-02,2.322820000000000093e-02,2.318980000000000000e-02,2.104059999999999958e-02,2.240179999999999949e-02,2.227420000000000094e-02,2.251190000000000135e-02,2.520230000000000040e-02,3.369140000000000329e-02,2.216519999999999949e-02,2.415590000000000098e-02,2.370830000000000159e-02,2.295650000000000121e-02,2.538150000000000128e-02,2.264999999999999999e-02,1.907340000000000077e-02,2.563889999999999919e-02,2.703819999999999835e-02,2.265889999999999918e-02,2.387799999999999992e-02,2.389729999999999979e-02,2.154570000000000096e-02
1.218170000000000017e-02,0.000000000000000000e+00,9.369610000000000438e-03,9.149199999999999694e-03,7.202850000000000225e-03,8.932360000000000300e-03,8.937129999999999727e-03,1.878509999999999902e-02,1.867500000000000063e-02,1.887629999999999864e-02,1.734300000000000078e-02,1.599220000000000155e-02,1.887969999999999926e-02,1.789040000000000075e-02,1.786110000000000128e-02,1.717749999999999833e-02,1.829630000000000145e-02,1.865259999999999835e-02,2.281230000000000063e-02,2.643420000000000145e-02,2.113809999999999995e-02,1.925520000000000009e-02,2.343920000000000031e-02,2.143339999999999829e-02,2.345010000000000150e-02,2.034249999999999947e-02,1.956240000000000062e-02,2.196530000000000010e-02,1.598700000000000121e-02,1.946310000000000054e-02,1.873939999999999981e-02,2.447250000000000120e-02,2.526739999999999889e-02,2.257199999999999832e-02,2.403490000000000140e-02,2.546819999999999987e-02,2.651989999999999903e-02,2.345380000000000034e-02,2.460060000000000024e-02,2.166999999999999829e-02,2.179599999999999940e-02,2.377579999999999971e-02,2.336200000000000082e-02,2.523830000000000170e-02,2.405919999999999934e-02,2.380010000000000112e-02,2.449099999999999888e-02,2.448710000000000123e-02,2.538210000000000119e-02,2.550840000000000052e-02,3.526900000000000174e-02,2.300440000000000124e-02,2.630149999999999849e-02,2.592550000000000063e-02,2.596259999999999887e-02,2.682990000000000028e-02,2.452939999999999982e-02,2.146270000000000122e-02,2.727430000000000132e-02,2.935660000000000006e-02,2.414720000000000061e-02,2.601020000000000068e-02,2.490409999999999846e-02,2.328910000000000008e-02
1.046799999999999987e-02,9.369610000000000438e-03,0.000000000000000000e+00,5.551119999999999471e-17,6.915319999999999974e-03,6.876499999999999800e-03,8.023519999999999264e-03,1.510350000000000061e-02,1.506910000000000020e-02,1.680200000000000096e-02,1.474299999999999916e-02,1.570150000000000018e-02,1.607859999999999845e-02,1.522669999999999926e-02,1.540410000000000043e-02,1.458510000000000015e-02,1.585999999999999910e-02,1.565400000000000125e-02,1.971940000000000151e-02,2.444520000000000026e-02,1.800260000000000055e-02,1.657930000000000167e-02,1.996869999999999895e-02,1.809149999999999994e-02,2.354349999999999846e-02,1.796539999999999943e-02,1.728160000000000113e-02,1.877310000000000090e-02,1.329520000000000007e-02,1.686220000000000080e-02,1.667779999999999957e-02,2.098830000000000140e-02,2.205640000000000031e-02,2.071970000000000062e-02,1.978979999999999975e-02,2.157730000000000065e-02,2.357429999999999942e-02,2.007000000000000103e-02,2.095500000000000140e-02,1.710280000000000133e-02,1.824370000000000158e-02,1.961840000000000112e-02,1.840260000000000160e-02,2.119330000000000172e-02,2.233459999999999959e-02,2.006300000000000097e-02,2.025300000000000017e-02,2.045200000000000143e-02,2.021670000000000064e-02,2.258929999999999966e-02,3.069639999999999869e-02,1.886890000000000095e-02,2.241740000000000052e-02,2.344289999999999916e-02,2.161280000000000145e-02,2.526429999999999995e-02,2.036050000000000013e-02,1.839750000000000066e-02,2.333500000000000157e-02,2.549449999999999980e-02,2.034609999999999891e-02,2.288940000000000072e-02,2.299030000000000171e-02,2.063699999999999909e-02
1.100950000000000019e-02,9.149199999999999694e-03,5.551119999999999471e-17,0.000000000000000000e+00,5.857120000000000382e-03,6.953059999999999623e-03,7.658709999999999997e-03,1.402759999999999944e-02,1.417410000000000024e-02,1.541209999999999976e-02,1.426350000000000014e-02,1.448070000000000086e-02,1.478729999999999975e-02,1.475109999999999963e-02,1.429509999999999982e-02,1.292160000000000010e-02,1.429809999999999935e-02,1.533780000000000039e-02,1.883690000000000017e-02,2.349889999999999965e-02,1.699569999999999900e-02,1.500160000000000035e-02,1.825080000000000105e-02,1.609839999999999882e-02,2.246000000000000080e-02,1.637349999999999917e-02,1.667489999999999944e-02,1.826140000000000055e-02,1.188469999999999978e-02,1.495789999999999967e-02,1.564580000000000137e-02,2.091519999999999838e-02,2.061910000000000132e-02,1.933630000000000071e-02,1.944299999999999848e-02,2.003009999999999860e-02,2.160799999999999874e-02,1.882529999999999967e-02,1.924340000000000078e-02,1.583000000000000032e-02,1.784490000000000035e-02,1.774059999999999873e-02,1.646900000000000100e-02,1.971739999999999951e-02,2.050830000000000014e-02,1.973600000000000007e-02,1.887029999999999957e-02,1.907369999999999899e-02,1.970469999999999861e-02,2.159439999999999971e-02,3.084939999999999904e-02,1.785509999999999875e-02,2.223870000000000013e-02,2.210929999999999840e-02,2.078980000000000064e-02,2.428960000000000147e-02,1.850159999999999999e-02,1.776880000000000126e-02,2.203050000000000147e-02,2.448470000000000160e-02,1.892519999999999966e-02,2.150370000000000059e-02,2.139889999999999848e-02,1.984899999999999859e-02
9.277570000000000608e-03,7.202850000000000225e-03,6.915319999999999974e-03,5.857120000000000382e-03,0.000000000000000000e+00,3.978709999999999886e-03,4.534950000000000266e-03,1.538040000000000067e-02,1.527519999999999920e-02,1.459820000000000041e-02,1.532930000000000056e-02,1.390459999999999960e-02,1.374459999999999918e-02,1.375870000000000044e-02,1.405099999999999925e-02,1.265299999999999932e-02,1.392889999999999927e-02,1.401520000000000023e-02,1.893799999999999997e-02,2.234070000000000153e-02,1.814779999999999865e-02,1.484320000000000084e-02,1.755709999999999910e-02,1.617410000000000028e-02,2.253609999999999988e-02,1.569769999999999846e-02,1.470370000000000010e-02,1.857009999999999911e-02,1.161389999999999992e-02,1.423110000000000000e-02,1.477189999999999927e-02,2.173960000000000128e-02,2.151530000000000109e-02,1.935200000000000115e-02,1.956669999999999937e-02,2.075540000000000024e-02,2.185859999999999886e-02,1.871760000000000090e-02,1.952819999999999903e-02,1.779210000000000166e-02,1.793519999999999837e-02,1.829659999999999967e-02,1.707679999999999962e-02,2.083590000000000095e-02,2.036960000000000159e-02,1.921490000000000004e-02,1.865259999999999835e-02,1.886720000000000064e-02,1.985140000000000168e-02,2.230829999999999966e-02,3.227470000000000339e-02,1.862250000000000016e-02,2.347460000000000171e-02,2.226819999999999841e-02,2.110990000000000089e-02,2.517399999999999846e-02,1.923930000000000085e-02,1.868430000000000091e-02,2.276430000000000120e-02,2.523330000000000017e-02,1.962389999999999968e-02,2.168060000000000126e-02,2.097339999999999968e-02,1.994579999999999964e-02
9.488049999999999609e-03,8.932360000000000300e-03,6.876499999999999800e-03,6.953059999999999623e-03,3.978709999999999886e-03,0.000000000000000000e+00,2.423429999999999855e-03,1.633259999999999920e-02,1.619939999999999922e-02,1.685580000000000064e-02,1.528050000000000068e-02,1.488160000000000004e-02,1.603080000000000130e-02,1.510910000000000031e-02,1.635340000000000057e-02,1.539590000000000056e-02,1.663260000000000086e-02,1.498689999999999918e-02,2.068129999999999968e-02,2.432569999999999871e-02,2.002790000000000126e-02,1.653459999999999999e-02,1.953260000000000066e-02,1.802540000000000045e-02,2.246149999999999883e-02,1.804729999999999876e-02,1.592179999999999984e-02,2.011879999999999918e-02,1.405939999999999968e-02,1.655490000000000086e-02,1.635380000000000167e-02,2.302020000000000108e-02,2.372619999999999937e-02,2.188599999999999920e-02,2.117940000000000100e-02,2.348880000000000065e-02,2.397120000000000153e-02,2.119079999999999922e-02,2.231129999999999919e-02,1.982290000000000094e-02,1.995660000000000142e-02,2.232479999999999881e-02,2.133219999999999908e-02,2.282719999999999888e-02,2.242500000000000049e-02,2.098119999999999846e-02,2.098210000000000006e-02,2.154350000000000015e-02,2.114540000000000169e-02,2.359320000000000167e-02,3.240339999999999887e-02,2.057250000000000051e-02,2.403970000000000065e-02,2.471680000000000058e-02,2.288319999999999937e-02,2.660490000000000077e-02,2.186520000000000130e-02,1.961670000000000080e-02,2.419690000000000035e-02,2.663659999999999986e-02,2.166080000000000089e-02,2.417820000000000039e-02,2.324669999999999861e-02,2.162669999999999870e-02
1.009700000000000007e-02,8.937129999999999727e-03,8.023519999999999264e-03,7.658709999999999997e-03,4.534950000000000266e-03,2.423429999999999855e-03,0.000000000000000000e+00,1.412719999999999948e-02,1.407839999999999960e-02,1.404659999999999936e-02,1.370679999999999989e-02,1.280399999999999941e-02,1.366060000000000017e-02,1.359600000000000045e-02,1.382270000000000026e-02,1.230279999999999915e-02,1.365929999999999922e-02,1.294000000000000011e-02,1.827900000000000011e-02,2.160410000000000108e-02,1.758849999999999997e-02,1.412330000000000009e-02,1.659880000000000036e-02,1.587360000000000160e-02,2.175080000000000069e-02,1.465589999999999948e-02,1.424120000000000073e-02,1.760120000000000087e-02,1.133450000000000082e-02,1.335740000000000018e-02,1.435220000000000072e-02,2.055190000000000142e-02,2.026910000000000170e-02,1.841949999999999837e-02,1.885529999999999845e-02,1.982630000000000156e-02,2.133530000000000149e-02,1.746220000000000064e-02,1.873179999999999984e-02,1.707389999999999949e-02,1.786360000000000031e-02,1.852989999999999846e-02,1.736719999999999930e-02,1.957839999999999928e-02,1.894799999999999957e-02,1.914280000000000148e-02,1.857409999999999964e-02,1.874529999999999946e-02,1.954650000000000137e-02,2.062040000000000053e-02,3.050229999999999955e-02,1.761860000000000162e-02,2.170539999999999969e-02,2.160010000000000055e-02,2.044870000000000021e-02,2.378660000000000149e-02,1.828010000000000052e-02,1.680140000000000106e-02,2.134940000000000102e-02,2.418440000000000173e-02,1.861010000000000095e-02,2.071629999999999999e-02,2.019210000000000102e-02,1.918090000000000073e-02
1.848640000000000005e-02,1.878509999999999902e-02,1.510350000000000061e-02,1.402759999999999944e-02,1.538040000000000067e-02,1.633259999999999920e-02,1.412719999999999948e-02,0.000000000000000000e+00,2.167749999999999972e-03,1.048250000000000050e-02,1.042930000000000072e-02,1.041699999999999918e-02,1.002899999999999972e-02,1.031789999999999964e-02,9.728650000000000145e-03,8.438940000000000677e-03,9.691810000000000355e-03,1.368130000000000041e-02,1.840829999999999897e-02,1.964259999999999964e-02,1.779160000000000116e-02,1.555830000000000060e-02,1.709969999999999893e-02,1.558329999999999958e-02,2.113929999999999976e-02,1.620709999999999859e-02,1.377650000000000055e-02,1.604279999999999942e-02,9.735930000000000278e-03,1.205789999999999987e-02,1.417400000000000083e-02,1.849800000000000055e-02,1.808010000000000173e-02,1.754189999999999916e-02,1.788379999999999831e-02,1.846650000000000028e-02,2.016029999999999905e-02,1.713440000000000102e-02,1.679030000000000106e-02,1.545529999999999994e-02,1.644699999999999981e-02,1.620910000000000059e-02,1.465559999999999953e-02,1.761489999999999931e-02,1.861619999999999941e-02,1.855510000000000145e-02,1.754529999999999978e-02,1.774349999999999886e-02,1.810700000000000157e-02,1.945770000000000138e-02,2.947189999999999879e-02,1.644639999999999991e-02,2.195149999999999879e-02,1.861300000000000107e-02,1.819190000000000043e-02,2.189220000000000055e-02,1.668280000000000110e-02,1.632060000000000108e-02,1.906079999999999927e-02,2.144789999999999891e-02,1.713440000000000102e-02,1.861509999999999901e-02,1.807399999999999979e-02,1.758090000000000000e-02
1.846520000000000106e-02,1.867500000000000063e-02,1.506910000000000020e-02,1.417410000000000024e-02,1.527519999999999920e-02,1.619939999999999922e-02,1.407839999999999960e-02,2.167749999999999972e-03,0.000000000000000000e+00,1.021419999999999967e-02,1.020989999999999918e-02,9.730080000000000326e-03,9.797200000000000700e-03,1.008790000000000034e-02,9.522360000000000546e-03,8.207189999999999624e-03,9.460079999999999184e-03,1.333860000000000080e-02,1.788709999999999953e-02,1.941040000000000126e-02,1.748979999999999979e-02,1.488489999999999952e-02,1.687920000000000045e-02,1.490999999999999964e-02,2.038370000000000112e-02,1.584959999999999841e-02,1.341769999999999942e-02,1.484019999999999957e-02,9.038130000000000122e-03,1.090900000000000029e-02,1.346009999999999915e-02,1.801289999999999836e-02,1.786580000000000112e-02,1.724699999999999844e-02,1.713719999999999827e-02,1.817109999999999906e-02,1.972000000000000142e-02,1.654409999999999908e-02,1.681850000000000012e-02,1.514410000000000062e-02,1.606290000000000148e-02,1.624070000000000027e-02,1.468569999999999945e-02,1.744829999999999992e-02,1.864649999999999988e-02,1.823100000000000068e-02,1.722500000000000073e-02,1.773229999999999945e-02,1.782190000000000163e-02,1.916150000000000145e-02,2.933219999999999925e-02,1.594560000000000075e-02,2.216409999999999908e-02,1.867809999999999956e-02,1.847740000000000146e-02,2.180280000000000065e-02,1.641659999999999994e-02,1.588610000000000022e-02,1.888880000000000073e-02,2.147639999999999966e-02,1.690120000000000164e-02,1.864510000000000126e-02,1.810629999999999878e-02,1.761170000000000097e-02
1.812389999999999834e-02,1.887629999999999864e-02,1.680200000000000096e-02,1.541209999999999976e-02,1.459820000000000041e-02,1.685580000000000064e-02,1.404659999999999936e-02,1.048250000000000050e-02,1.021419999999999967e-02,0.000000000000000000e+00,5.403139999999999853e-03,4.346590000000000002e-03,3.562810000000000022e-03,4.183730000000000088e-03,4.492259999999999656e-03,3.627580000000000041e-03,4.698019999999999800e-03,1.493869999999999920e-02,1.961250000000000146e-02,2.259270000000000028e-02,2.116000000000000172e-02,1.768149999999999930e-02,1.996610000000000051e-02,1.893709999999999838e-02,2.293950000000000156e-02,1.842859999999999984e-02,1.639679999999999957e-02,1.846659999999999968e-02,1.343199999999999950e-02,1.448879999999999960e-02,1.648629999999999887e-02,2.140009999999999829e-02,2.048410000000000161e-02,2.076719999999999955e-02,2.096989999999999965e-02,2.137649999999999967e-02,2.351059999999999955e-02,2.005240000000000147e-02,2.115600000000000119e-02,1.844240000000000115e-02,1.876359999999999834e-02,1.924019999999999897e-02,1.814889999999999906e-02,2.074990000000000168e-02,2.020740000000000036e-02,2.072919999999999971e-02,2.006689999999999863e-02,2.025609999999999911e-02,2.109820000000000098e-02,2.135170000000000123e-02,3.251960000000000267e-02,1.861559999999999951e-02,2.415130000000000055e-02,2.130400000000000002e-02,2.067389999999999853e-02,2.410050000000000039e-02,1.842529999999999862e-02,1.865870000000000029e-02,2.122440000000000090e-02,2.359980000000000064e-02,1.951579999999999981e-02,2.065610000000000016e-02,2.032689999999999844e-02,1.944190000000000154e-02
