0.000000000000000000e+00,3.797969999999999818e-02,2.289729999999999890e-02,2.565780000000000144e-02,3.968200000000000199e-02,1.427950000000000053e-02,4.048360000000000153e-02,4.234979999999999994e-02,2.884309999999999999e-02,3.934030000000000166e-02,2.359009999999999926e-02,2.509789999999999938e-02,3.420680000000000248e-02,6.165959999999999844e-03,5.263890000000000235e-02,3.588050000000000267e-02,2.771809999999999899e-02,1.528820000000000005e-02
3.797969999999999818e-02,0.000000000000000000e+00,3.697750000000000342e-02,3.763049999999999728e-02,6.503440000000000609e-02,3.306989999999999930e-02,3.112159999999999926e-02,6.233670000000000183e-02,2.536040000000000169e-02,4.216929999999999984e-02,2.614400000000000057e-02,3.124450000000000144e-02,4.015729999999999994e-02,3.275539999999999702e-02,4.843059999999999726e-02,3.750839999999999730e-02,2.443249999999999936e-02,3.267230000000000134e-02
2.289729999999999890e-02,3.697750000000000342e-02,0.000000000000000000e+00,1.975810000000000066e-02,7.150579999999999437e-02,3.560499999999999776e-02,4.613620000000000221e-02,7.333299999999999541e-02,3.498119999999999702e-02,4.501020000000000021e-02,2.960549999999999987e-02,3.490059999999999690e-02,3.810170000000000223e-02,3.482110000000000066e-02,5.440980000000000122e-02,3.843579999999999913e-02,3.760299999999999754e-02,3.421539999999999998e-02
2.565780000000000144e-02,3.763049999999999728e-02,1.975810000000000066e-02,0.000000000000000000e+00,6.415469999999999506e-02,2.709340000000000012e-02,4.111900000000000277e-02,4.985429999999999723e-02,3.422200000000000242e-02,3.251609999999999917e-02,2.664089999999999861e-02,3.050239999999999896e-02,3.849480000000000263e-02,3.051349999999999896e-02,4.267239999999999922e-02,3.339749999999999663e-02,3.260930000000000079e-02,2.669289999999999857e-02
3.968200000000000199e-02,6.503440000000000609e-02,7.150579999999999437e-02,6.415469999999999506e-02,0.000000000000000000e+00,6.951949999999999796e-02,8.781469999999999554e-02,7.590339999999999587e-02,6.711359999999999548e-02,7.044920000000000349e-02,6.703599999999999837e-02,6.883100000000000329e-02,6.038469999999999949e-02,6.611119999999999497e-02,6.605809999999999460e-02,7.105459999999999554e-02,7.019690000000000651e-02,6.573370000000000601e-02
1.427950000000000053e-02,3.306989999999999930e-02,3.560499999999999776e-02,2.709340000000000012e-02,6.951949999999999796e-02,0.000000000000000000e+00,3.911590000000000206e-02,4.267859999999999709e-02,3.631009999999999793e-02,3.266730000000000328e-02,1.987130000000000146e-02,2.400820000000000037e-02,3.500640000000000002e-02,1.088569999999999989e-02,3.656009999999999815e-02,3.158949999999999952e-02,2.604520000000000099e-02,1.056509999999999914e-02
4.048360000000000153e-02,3.112159999999999926e-02,4.613620000000000221e-02,4.111900000000000277e-02,8.781469999999999554e-02,3.911590000000000206e-02,0.000000000000000000e+00,6.746760000000000257e-02,1.907029999999999836e-02,4.421479999999999855e-02,3.031839999999999882e-02,3.165409999999999752e-02,4.668599999999999833e-02,3.569490000000000163e-02,4.734349999999999670e-02,4.298160000000000175e-02,1.230069999999999948e-02,3.167439999999999839e-02
4.234979999999999994e-02,6.233670000000000183e-02,7.333299999999999541e-02,4.985429999999999723e-02,7.590339999999999587e-02,4.267859999999999709e-02,6.746760000000000257e-02,0.000000000000000000e+00,7.723839999999999872e-02,4.662059999999999815e-02,4.689739999999999881e-02,5.332320000000000115e-02,4.637739999999999918e-02,4.498900000000000121e-02,4.147189999999999904e-02,5.258460000000000217e-02,4.989640000000000047e-02,4.549419999999999853e-02
2.884309999999999999e-02,2.536040000000000169e-02,3.498119999999999702e-02,3.422200000000000242e-02,6.711359999999999548e-02,3.631009999999999793e-02,1.907029999999999836e-02,7.723839999999999872e-02,0.000000000000000000e+00,4.627939999999999832e-02,2.633119999999999905e-02,2.836730000000000154e-02,3.688020000000000187e-02,3.254019999999999829e-02,4.529280000000000111e-02,3.600430000000000297e-02,1.308899999999999994e-02,2.893019999999999967e-02
3.934030000000000166e-02,4.216929999999999984e-02,4.501020000000000021e-02,3.251609999999999917e-02,7.044920000000000349e-02,3.266730000000000328e-02,4.421479999999999855e-02,4.662059999999999815e-02,4.627939999999999832e-02,0.000000000000000000e+00,2.839910000000000004e-02,2.855840000000000115e-02,3.999760000000000121e-02,3.181230000000000169e-02,3.783750000000000308e-02,1.274119999999999940e-02,3.370120000000000060e-02,2.825659999999999977e-02
2.359009999999999926e-02,2.614400000000000057e-02,2.960549999999999987e-02,2.664089999999999861e-02,6.703599999999999837e-02,1.987130000000000146e-02,3.031839999999999882e-02,4.689739999999999881e-02,2.633119999999999905e-02,2.839910000000000004e-02,0.000000000000000000e+00,2.373000000000000109e-03,3.511109999999999925e-02,2.363650000000000126e-02,3.556399999999999839e-02,3.235310000000000269e-02,2.586470000000000088e-02,1.947760000000000116e-02
2.509789999999999938e-02,3.124450000000000144e-02,3.490059999999999690e-02,3.050239999999999896e-02,6.883100000000000329e-02,2.400820000000000037e-02,3.165409999999999752e-02,5.332320000000000115e-02,2.836730000000000154e-02,2.855840000000000115e-02,2.373000000000000109e-03,0.000000000000000000e+00,3.597310000000000091e-02,2.408079999999999943e-02,4.353139999999999787e-02,3.255770000000000192e-02,3.104159999999999905e-02,2.176370000000000041e-02
3.420680000000000248e-02,4.015729999999999994e-02,3.810170000000000223e-02,3.849480000000000263e-02,6.038469999999999949e-02,3.500640000000000002e-02,4.668599999999999833e-02,4.637739999999999918e-02,3.688020000000000187e-02,3.999760000000000121e-02,3.511109999999999925e-02,3.597310000000000091e-02,0.000000000000000000e+00,3.761359999999999704e-02,3.835530000000000189e-02,3.874690000000000079e-02,4.035090000000000204e-02,3.631500000000000006e-02
6.165959999999999844e-03,3.275539999999999702e-02,3.482110000000000066e-02,3.051349999999999896e-02,6.611119999999999497e-02,1.088569999999999989e-02,3.569490000000000163e-02,4.498900000000000121e-02,3.254019999999999829e-02,3.181230000000000169e-02,2.363650000000000126e-02,2.408079999999999943e-02,3.761359999999999704e-02,0.000000000000000000e+00,5.189019999999999744e-02,3.268349999999999728e-02,3.189779999999999699e-02,1.140479999999999966e-02
5.263890000000000235e-02,4.843059999999999726e-02,5.440980000000000122e-02,4.267239999999999922e-02,6.605809999999999460e-02,3.656009999999999815e-02,4.734349999999999670e-02,4.147189999999999904e-02,4.529280000000000111e-02,3.783750000000000308e-02,3.556399999999999839e-02,4.353139999999999787e-02,3.835530000000000189e-02,5.189019999999999744e-02,0.000000000000000000e+00,5.238949999999999857e-02,4.249359999999999943e-02,4.160699999999999815e-02
3.588050000000000267e-02,3.750839999999999730e-02,3.843579999999999913e-02,3.339749999999999663e-02,7.105459999999999554e-02,3.158949999999999952e-02,4.298160000000000175e-02,5.258460000000000217e-02,3.600430000000000297e-02,1.274119999999999940e-02,3.235310000000000269e-02,3.255770000000000192e-02,3.874690000000000079e-02,3.268349999999999728e-02,5.238949999999999857e-02,0.000000000000000000e+00,3.341940000000000188e-02,2.868829999999999991e-02
2.771809999999999899e-02,2.443249999999999936e-02,3.760299999999999754e-02,3.260930000000000079e-02,7.019690000000000651e-02,2.604520000000000099e-02,1.230069999999999948e-02,4.989640000000000047e-02,1.308899999999999994e-02,3.370120000000000060e-02,2.586470000000000088e-02,3.104159999999999905e-02,4.035090000000000204e-02,3.189779999999999699e-02,4.249359999999999943e-02,3.341940000000000188e-02,0.000000000000000000e+00,2.794450000000000059e-02
1.528820000000000005e-02,3.267230000000000134e-02,3.421539999999999998e-02,2.669289999999999857e-02,6.573370000000000601e-02,1.056509999999999914e-02,3.167439999999999839e-02,4.549419999999999853e-02,2.893019999999999967e-02,2.825659999999999977e-02,1.947760000000000116e-02,2.176370000000000041e-02,3.631500000000000006e-02,1.140479999999999966e-02,4.160699999999999815e-02,2.868829999999999991e-02,2.794450000000000059e-02,0.000000000000000000e+00
